masse,CO2,dimension,cylindrée,puissance,autonomie électrique,fuel mode,fuel type
993.0,B,2492.0,999.0,48.0,0.0,M,petrol
1015.0,B,2492.0,999.0,48.0,0.0,M,petrol
1015.0,B,2492.0,999.0,48.0,0.0,M,petrol
993.0,B,2492.0,999.0,48.0,0.0,M,petrol
984.0,B,2492.0,999.0,48.0,0.0,M,petrol
1015.0,B,2492.0,999.0,48.0,0.0,M,petrol
993.0,B,2492.0,999.0,48.0,0.0,M,petrol
984.0,B,2492.0,999.0,48.0,0.0,M,petrol
1429.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1429.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1300.0,D,2673.0,999.0,67.0,0.0,M,petrol
1429.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1396.0,C,2673.0,1461.0,70.0,0.0,M,diesel
1266.0,D,2673.0,999.0,67.0,0.0,M,petrol
1367.0,C,2673.0,999.0,67.0,0.0,B,lpg
1332.0,D,2673.0,1332.0,110.0,0.0,M,petrol
1401.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1401.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1333.0,C,2673.0,999.0,67.0,0.0,B,lpg
1332.0,D,2673.0,1332.0,96.0,0.0,M,petrol
1429.0,C,2673.0,1461.0,70.0,0.0,M,diesel
1332.0,D,2673.0,1332.0,96.0,0.0,M,petrol
1338.0,D,2673.0,1332.0,110.0,0.0,M,petrol
1371.0,C,2673.0,999.0,67.0,0.0,B,lpg
1425.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1264.0,C,2673.0,999.0,67.0,0.0,M,petrol
1317.0,D,2673.0,1332.0,96.0,0.0,M,petrol
1371.0,C,2673.0,999.0,67.0,0.0,B,lpg
1338.0,D,2673.0,1332.0,110.0,0.0,M,petrol
1399.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1337.0,C,2673.0,999.0,67.0,0.0,B,lpg
1337.0,C,2673.0,999.0,67.0,0.0,B,lpg
1342.0,D,2673.0,1332.0,110.0,0.0,M,petrol
1425.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1429.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1342.0,D,2673.0,1332.0,110.0,0.0,M,petrol
1321.0,D,2673.0,1332.0,96.0,0.0,M,petrol
1321.0,C,2673.0,1332.0,96.0,0.0,M,petrol
1264.0,C,2673.0,999.0,67.0,0.0,M,petrol
1372.0,C,2673.0,999.0,67.0,0.0,B,lpg
1372.0,C,2673.0,999.0,67.0,0.0,B,lpg
1403.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1429.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1403.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1317.0,C,2673.0,1332.0,96.0,0.0,M,petrol
1396.0,C,2673.0,1461.0,70.0,0.0,M,diesel
1332.0,D,2673.0,1332.0,96.0,0.0,M,petrol
1429.0,C,2673.0,1461.0,85.0,0.0,M,diesel
1429.0,C,2673.0,1461.0,70.0,0.0,M,diesel
1367.0,C,2673.0,999.0,67.0,0.0,B,lpg
1429.0,C,2673.0,1461.0,70.0,0.0,M,diesel
1570.0,C,2820.0,2143.0,140.0,0.0,M,diesel
1512.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1570.0,C,2820.0,2143.0,140.0,0.0,M,diesel
1820.0,E,2818.0,2143.0,154.0,0.0,M,diesel
1820.0,E,2818.0,2143.0,154.0,0.0,M,diesel
1520.0,E,2820.0,1995.0,206.0,0.0,M,petrol
1520.0,E,2820.0,1995.0,206.0,0.0,M,petrol
1520.0,E,2820.0,1995.0,206.0,0.0,M,petrol
1820.0,D,2818.0,2143.0,140.0,0.0,M,diesel
1175.0,C,2550.0,999.0,70.0,0.0,M,petrol
1175.0,C,2550.0,999.0,70.0,0.0,M,petrol
1175.0,C,2550.0,999.0,70.0,0.0,M,petrol
1175.0,C,2550.0,999.0,70.0,0.0,M,petrol
1295.0,C,2618.0,999.0,81.0,0.0,M,petrol
1300.0,C,2618.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1295.0,C,2618.0,999.0,81.0,0.0,M,petrol
1325.0,C,2589.0,999.0,81.0,0.0,M,petrol
1325.0,C,2589.0,999.0,81.0,0.0,M,petrol
1325.0,C,2591.0,999.0,81.0,0.0,M,petrol
1325.0,C,2591.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1295.0,C,2618.0,999.0,81.0,0.0,M,petrol
1295.0,C,2618.0,999.0,81.0,0.0,M,petrol
1295.0,C,2624.0,999.0,81.0,0.0,M,petrol
1300.0,C,2618.0,999.0,81.0,0.0,M,petrol
1300.0,C,2618.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1295.0,C,2618.0,999.0,81.0,0.0,M,petrol
1300.0,C,2618.0,999.0,81.0,0.0,M,petrol
1300.0,C,2618.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1205.0,C,2550.0,999.0,81.0,0.0,M,petrol
1205.0,C,2550.0,999.0,81.0,0.0,M,petrol
1205.0,C,2550.0,999.0,81.0,0.0,M,petrol
1205.0,C,2550.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1180.0,C,2550.0,999.0,81.0,0.0,M,petrol
1220.0,C,2554.0,999.0,81.0,0.0,M,petrol
1325.0,D,2591.0,999.0,81.0,0.0,M,petrol
1325.0,C,2591.0,999.0,81.0,0.0,M,petrol
1325.0,C,2591.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1180.0,B,2550.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1300.0,C,2624.0,999.0,81.0,0.0,M,petrol
1325.0,C,2589.0,999.0,81.0,0.0,M,petrol
1295.0,C,2624.0,999.0,81.0,0.0,M,petrol
1295.0,C,2624.0,999.0,81.0,0.0,M,petrol
1295.0,C,2624.0,999.0,81.0,0.0,M,petrol
1295.0,C,2624.0,999.0,81.0,0.0,M,petrol
1430.0,B,2618.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2618.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2618.0,1968.0,85.0,0.0,M,diesel
1440.0,C,2589.0,1968.0,85.0,0.0,M,diesel
1440.0,C,2589.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2618.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2618.0,1968.0,85.0,0.0,M,diesel
1425.0,B,2618.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1455.0,C,2589.0,1968.0,85.0,0.0,M,diesel
1425.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1425.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1440.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1455.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1425.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1455.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1455.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1440.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1425.0,C,2624.0,1968.0,85.0,0.0,M,diesel
1425.0,C,2624.0,1968.0,85.0,0.0,M,diesel
1425.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1440.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1430.0,B,2624.0,1968.0,85.0,0.0,M,diesel
1440.0,C,2591.0,1968.0,85.0,0.0,M,diesel
1550.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1550.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1550.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1550.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1550.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1595.0,D,2826.0,1968.0,100.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1550.0,C,2829.0,1968.0,100.0,2.0,H,diesel
1655.0,D,2677.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2677.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2677.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2678.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2678.0,1968.0,110.0,0.0,M,diesel
1525.0,D,2677.0,1498.0,110.0,0.0,M,petrol
1525.0,D,2677.0,1498.0,110.0,0.0,M,petrol
1525.0,D,2678.0,1498.0,110.0,0.0,M,petrol
1605.0,D,2678.0,1498.0,110.0,2.0,H,petrol
1605.0,D,2678.0,1498.0,110.0,2.0,H,petrol
1525.0,D,2677.0,1498.0,110.0,0.0,M,petrol
1525.0,D,2678.0,1498.0,110.0,0.0,M,petrol
1655.0,D,2677.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2678.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2678.0,1968.0,110.0,0.0,M,diesel
1380.0,C,2589.0,1498.0,110.0,0.0,M,petrol
1380.0,C,2589.0,1498.0,110.0,0.0,M,petrol
1380.0,C,2591.0,1498.0,110.0,0.0,M,petrol
1380.0,D,2589.0,1498.0,110.0,0.0,M,petrol
1380.0,D,2591.0,1498.0,110.0,0.0,M,petrol
1380.0,D,2591.0,1498.0,110.0,0.0,M,petrol
1395.0,C,2624.0,1498.0,110.0,2.0,H,petrol
1635.0,A,2624.0,1395.0,110.0,71.0,P,petrol/electric
1655.0,D,2677.0,1968.0,110.0,0.0,M,diesel
1655.0,D,2678.0,1968.0,110.0,0.0,M,diesel
1365.0,C,2591.0,1498.0,110.0,0.0,M,petrol
1365.0,C,2591.0,1498.0,110.0,0.0,M,petrol
1545.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1545.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1545.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1510.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1630.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2677.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2677.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2677.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2677.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2677.0,1968.0,110.0,0.0,M,diesel
1630.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1605.0,D,2677.0,1498.0,110.0,2.0,H,petrol
1605.0,D,2677.0,1498.0,110.0,2.0,H,petrol
1395.0,C,2624.0,1498.0,110.0,2.0,H,petrol
1815.0,A,2678.0,1395.0,110.0,57.0,P,petrol/electric
1815.0,A,2677.0,1395.0,110.0,58.0,P,petrol/electric
1815.0,A,2677.0,1395.0,110.0,61.0,P,petrol/electric
1815.0,A,2678.0,1395.0,110.0,58.0,P,petrol/electric
1815.0,A,2677.0,1395.0,110.0,61.0,P,petrol/electric
1815.0,A,2678.0,1395.0,110.0,61.0,P,petrol/electric
1815.0,A,2677.0,1395.0,110.0,57.0,P,petrol/electric
1815.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1815.0,A,2678.0,1395.0,110.0,58.0,P,petrol/electric
1815.0,A,2677.0,1395.0,110.0,61.0,P,petrol/electric
1605.0,D,2677.0,1498.0,110.0,2.0,H,petrol
1605.0,D,2678.0,1498.0,110.0,2.0,H,petrol
1395.0,C,2624.0,1498.0,110.0,2.0,H,petrol
1495.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1495.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1560.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1365.0,C,2591.0,1498.0,110.0,0.0,M,petrol
1545.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1395.0,C,2624.0,1498.0,110.0,2.0,H,petrol
1635.0,A,2624.0,1395.0,110.0,78.0,P,petrol/electric
1635.0,A,2624.0,1395.0,110.0,72.0,P,petrol/electric
1815.0,A,2678.0,1395.0,110.0,57.0,P,petrol/electric
1525.0,D,2678.0,1498.0,110.0,0.0,M,petrol
1550.0,D,2830.0,1984.0,110.0,2.0,H,petrol
1655.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1815.0,A,2678.0,1395.0,110.0,55.0,P,petrol/electric
1815.0,A,2678.0,1395.0,110.0,58.0,P,petrol/electric
1655.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1655.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1395.0,C,2624.0,1498.0,110.0,2.0,H,petrol
1655.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1490.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1490.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1490.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1655.0,C,2678.0,1968.0,110.0,0.0,M,diesel
1495.0,B,2624.0,1968.0,110.0,0.0,M,diesel
1495.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1815.0,A,2678.0,1395.0,110.0,58.0,P,petrol/electric
1635.0,A,2624.0,1395.0,110.0,77.0,P,petrol/electric
1395.0,C,2624.0,1498.0,110.0,2.0,H,petrol
1605.0,D,2678.0,1498.0,110.0,2.0,H,petrol
1495.0,C,2624.0,1968.0,110.0,0.0,M,diesel
1525.0,D,2678.0,1498.0,110.0,0.0,M,petrol
1510.0,D,2829.0,1984.0,110.0,2.0,H,petrol
1625.0,A,2624.0,1395.0,110.0,77.0,P,petrol/electric
1625.0,A,2624.0,1395.0,110.0,71.0,P,petrol/electric
1815.0,A,2678.0,1395.0,110.0,55.0,P,petrol/electric
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1560.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1560.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1560.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1560.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1560.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1605.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1605.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1605.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1560.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2826.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1595.0,C,2830.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1595.0,D,2830.0,1968.0,120.0,2.0,H,diesel
1605.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1605.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1605.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1565.0,C,2770.0,1968.0,120.0,2.0,H,diesel
1565.0,C,2770.0,1968.0,120.0,2.0,H,diesel
1565.0,C,2770.0,1968.0,120.0,2.0,H,diesel
1565.0,C,2770.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1830.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1815.0,D,2829.0,1968.0,120.0,2.0,H,diesel
1355.0,D,2502.0,1984.0,145.0,0.0,M,petrol
1355.0,D,2502.0,1984.0,145.0,0.0,M,petrol
1560.0,D,2770.0,1984.0,150.0,2.0,H,petrol
1715.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1665.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1665.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1665.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1605.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1845.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1845.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1590.0,D,2829.0,1984.0,150.0,2.0,H,petrol
1590.0,D,2830.0,1984.0,150.0,2.0,H,petrol
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1715.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1545.0,C,2670.0,1995.0,110.0,0.0,M,diesel
1605.0,C,2829.0,1968.0,150.0,2.0,H,diesel
1605.0,C,2830.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1900.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1690.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1690.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1690.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1690.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1560.0,D,2770.0,1984.0,150.0,2.0,H,petrol
1560.0,D,2770.0,1984.0,150.0,2.0,H,petrol
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1590.0,D,2830.0,1984.0,150.0,2.0,H,petrol
1590.0,D,2830.0,1984.0,150.0,2.0,H,petrol
1655.0,D,2770.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1780.0,D,2932.0,1968.0,150.0,2.0,H,diesel
1840.0,D,2930.0,1968.0,150.0,2.0,H,diesel
1840.0,D,2930.0,1968.0,150.0,2.0,H,diesel
1840.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1840.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1605.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1605.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1605.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1605.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2826.0,1968.0,150.0,2.0,H,diesel
1700.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1700.0,D,2829.0,1968.0,150.0,2.0,H,diesel
1590.0,D,2830.0,1984.0,150.0,2.0,H,petrol
1880.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1690.0,C,2830.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2825.0,1968.0,150.0,2.0,H,diesel
1880.0,E,2829.0,1968.0,150.0,2.0,H,diesel
1845.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1845.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1655.0,D,2770.0,1968.0,150.0,2.0,H,diesel
1690.0,D,2830.0,1968.0,150.0,2.0,H,diesel
1512.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1512.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1663.0,A,2679.0,1395.0,110.0,68.0,P,petrol/electric
1420.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1420.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1590.0,D,2830.0,1984.0,150.0,2.0,H,petrol
1420.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1512.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1512.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1780.0,D,2931.0,1968.0,150.0,2.0,H,diesel
1845.0,D,2931.0,1968.0,150.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2245.0,F,2996.0,2967.0,170.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
2275.0,F,3001.0,2967.0,170.0,2.0,H,diesel
1512.0,C,2679.0,1968.0,110.0,0.0,M,diesel
2245.0,F,3000.0,2967.0,170.0,2.0,H,diesel
1680.0,A,2679.0,1395.0,110.0,67.0,P,petrol/electric
2245.0,F,3000.0,2967.0,170.0,2.0,H,diesel
2245.0,F,3000.0,2967.0,170.0,2.0,H,diesel
2245.0,F,3000.0,2967.0,170.0,2.0,H,diesel
1955.0,E,2930.0,2967.0,180.0,2.0,H,diesel
2150.0,A,2826.0,1984.0,195.0,71.0,P,petrol/electric
2150.0,A,2826.0,1984.0,195.0,68.0,P,petrol/electric
2140.0,A,2930.0,1984.0,195.0,81.0,P,petrol/electric
2085.0,A,2932.0,1984.0,195.0,85.0,P,petrol/electric
2085.0,A,2931.0,1984.0,195.0,87.0,P,petrol/electric
2150.0,A,2829.0,1984.0,195.0,68.0,P,petrol/electric
2150.0,A,2829.0,1984.0,195.0,68.0,P,petrol/electric
2150.0,A,2826.0,1984.0,195.0,71.0,P,petrol/electric
1680.0,A,2679.0,1395.0,110.0,69.0,P,petrol/electric
1699.0,A,2679.0,1395.0,110.0,58.0,P,petrol/electric
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1420.0,D,2679.0,1498.0,110.0,0.0,M,petrol
2150.0,A,2829.0,1984.0,195.0,71.0,P,petrol/electric
2150.0,A,2829.0,1984.0,195.0,67.0,P,petrol/electric
2150.0,A,2829.0,1984.0,195.0,71.0,P,petrol/electric
1420.0,D,2679.0,1498.0,110.0,0.0,M,petrol
2150.0,A,2932.0,1984.0,195.0,84.0,P,petrol/electric
1420.0,D,2679.0,1498.0,110.0,0.0,M,petrol
2085.0,A,2931.0,1984.0,195.0,87.0,P,diesel/electric
1452.0,D,2679.0,1498.0,110.0,0.0,M,petrol
2085.0,A,2931.0,1984.0,195.0,87.0,P,petrol/electric
1452.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1452.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1452.0,D,2679.0,1498.0,110.0,0.0,M,petrol
2150.0,A,2826.0,1984.0,195.0,67.0,P,petrol/electric
2150.0,A,2829.0,1984.0,195.0,59.0,P,petrol/electric
2085.0,A,2931.0,1984.0,195.0,85.0,P,petrol/electric
1452.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1619.0,D,2679.0,1968.0,110.0,0.0,M,diesel
1422.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1422.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1422.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1422.0,D,2679.0,1498.0,110.0,0.0,M,petrol
1513.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1513.0,C,2679.0,1968.0,110.0,0.0,M,diesel
1910.0,E,2931.0,2967.0,210.0,2.0,H,diesel
1513.0,C,2679.0,1968.0,110.0,0.0,M,diesel
2245.0,F,2996.0,2967.0,210.0,2.0,H,diesel
2245.0,F,3000.0,2967.0,210.0,2.0,H,diesel
2245.0,F,3000.0,2967.0,210.0,2.0,H,diesel
2245.0,F,3000.0,2967.0,210.0,2.0,H,diesel
